X Gaze Data, Y Gaze Data, Time 
707,287,18925895
709,284,18925903
707,283,18925913
706,283,18925926
706,283,18925936
707,283,18925947
712,284,18925958
711,283,18925974
711,283,18925980
722,283,18925991
790,287,18926004
792,288,18926013
796,288,18926025
800,289,18926051
805,289,18926058
808,290,18926069
809,290,18926082
809,289,18926091
809,289,18926102
809,288,18926114
810,287,18926125
810,285,18926136
811,284,18926146
810,283,18926160
810,283,18926169
810,282,18926180
809,283,18926191
808,282,18926206
808,282,18926213
808,281,18926224
809,281,18926238
809,280,18926246
809,280,18926258
808,279,18926270
808,279,18926280
808,279,18926291
808,278,18926317
808,278,18926324
807,278,18926336
808,277,18926349
822,266,18926358
824,265,18926369
826,264,18926380
831,261,18926391
832,261,18926402
832,261,18926413
833,260,18926427
833,260,18926436
833,261,18926446
833,262,18926458
832,263,18926469
832,265,18926480
831,265,18926491
831,264,18926505
831,264,18926513
831,265,18926524
831,265,18926536
832,265,18926547
832,265,18926558
833,264,18926569
833,264,18926583
833,264,18926591
834,265,18926602
832,267,18926614
832,267,18926624
833,267,18926635
835,269,18926660
855,270,18926669
856,269,18926679
857,267,18926691
866,264,18926702
867,263,18926713
867,263,18926724
869,262,18926738
869,264,18926746
870,264,18926758
869,264,18926770
869,265,18926779
869,266,18926791
869,266,18926817
870,265,18926824
869,265,18926835
868,265,18926848
868,265,18926858
867,264,18926869
867,264,18926879
867,264,18926894
867,264,18926902
868,264,18926912
868,264,18926925
868,264,18926935
869,263,18926946
869,262,18926973
858,259,18926979
848,259,18926991
834,258,18927005
825,257,18927012
821,257,18927024
814,257,18927050
800,257,18927057
800,258,18927068
801,259,18927082
800,259,18927091
800,259,18927102
800,258,18927113
800,258,18927124
801,259,18927135
802,258,18927146
802,257,18927160
803,255,18927168
803,255,18927179
803,255,18927191
802,255,18927206
802,254,18927212
803,253,18927224
803,252,18927236
803,252,18927246
804,254,18927257
804,253,18927283
820,255,18927290
856,260,18927302
862,261,18927314
865,261,18927324
871,261,18927335
873,261,18927361
879,261,18927369
879,260,18927379
880,261,18927392
881,261,18927402
881,261,18927412
881,261,18927438
881,260,18927445
881,261,18927457
881,261,18927470
878,264,18927479
877,264,18927490
877,264,18927502
876,264,18927512
877,260,18927524
876,260,18927550
873,260,18927557
870,259,18927568
870,259,18927581
869,258,18927590
869,259,18927602
868,258,18927613
868,259,18927624
868,260,18927635
868,261,18927659
868,261,18927668
866,261,18927679
867,261,18927691
867,262,18927701
866,265,18927712
866,268,18927723
864,270,18927737
871,268,18927745
878,268,18927757
900,266,18927768
906,265,18927783
910,265,18927790
922,263,18927801
926,262,18927814
925,263,18927823
923,264,18927835
924,263,18927860
923,263,18927868
922,263,18927879
921,262,18927892
922,262,18927901
923,261,18927912
923,262,18927938
923,262,18927945
923,262,18927956
923,263,18927969
922,263,18927978
922,264,18927990
922,264,18928016
920,269,18928023
920,270,18928035
919,270,18928047
919,270,18928056
918,270,18928068
917,270,18928093
916,269,18928101
917,270,18928112
917,270,18928124
917,269,18928134
919,267,18928145
920,267,18928170
919,267,18928178
920,266,18928189
922,266,18928216
927,264,18928223
939,265,18928234
944,265,18928247
955,264,18928256
968,266,18928268
972,266,18928279
975,266,18928290
983,266,18928301
983,265,18928325
979,265,18928334
979,266,18928345
978,266,18928357
978,266,18928368
978,266,18928378
978,266,18928389
978,266,18928403
978,266,18928412
979,266,18928423
980,266,18928434
980,266,18928449
979,266,18928456
982,265,18928467
981,265,18928481
985,266,18928489
1005,265,18928501
1009,265,18928512
1013,265,18928523
1020,265,18928534
1024,265,18928559
1033,269,18928567
1033,269,18928578
1032,268,18928605
1032,269,18928611
1033,267,18928623
1033,267,18928636
1033,266,18928644
1033,265,18928656
1033,265,18928668
1033,264,18928678
1034,264,18928689
1034,264,18928701
1034,264,18928714
1032,264,18928723
1033,264,18928734
1033,264,18928745
1031,265,18928756
1031,266,18928767
1037,267,18928792
1067,266,18928800
1069,266,18928811
1071,267,18928824
1072,266,18928834
1072,266,18928844
1074,266,18928872
1074,268,18928878
1074,269,18928903
1074,268,18928911
1074,267,18928922
1074,265,18928949
1074,266,18928956
1074,266,18928967
1074,268,18928981
1069,269,18928989
1069,270,18929000
1066,270,18929013
1055,269,18929022
1053,268,18929034
1052,268,18929059
1044,268,18929067
1044,268,18929078
1043,268,18929090
1043,269,18929100
1044,270,18929111
1044,271,18929122
1044,270,18929137
1044,270,18929144
1044,270,18929156
1044,270,18929168
1043,270,18929178
1043,270,18929189
1043,270,18929214
1043,269,18929222
1043,269,18929233
1045,269,18929246
1046,270,18929255
1047,270,18929267
1048,270,18929292
1049,270,18929293
1050,269,18929300
1050,269,18929311
1052,269,18929324
1055,267,18929333
1076,265,18929344
1078,265,18929356
1082,266,18929367
1082,266,18929377
1082,267,18929389
1083,267,18929403
1087,267,18929411
1087,267,18929422
1088,267,18929434
1089,267,18929444
1088,267,18929455
1088,267,18929481
1088,266,18929489
1089,266,18929500
1089,265,18929512
1089,265,18929522
1089,265,18929533
1089,265,18929559
1089,265,18929567
1089,264,18929577
1089,263,18929591
1090,263,18929600
1090,263,18929611
1090,263,18929636
1090,262,18929644
1088,262,18929655
1088,263,18929667
1087,263,18929677
1087,264,18929688
1087,264,18929700
1089,264,18929714
1094,265,18929722
1099,266,18929733
1101,266,18929745
1105,266,18929755
1111,265,18929767
1115,265,18929777
1120,264,18929791
1138,262,18929800
1140,263,18929810
1140,263,18929837
1141,264,18929838
1141,264,18929844
1141,264,18929855
1139,267,18929868
1139,267,18929877
1139,266,18929888
1140,266,18929915
1139,266,18929921
1139,265,18929933
1136,266,18929946
1133,266,18929955
1131,266,18929966
1126,266,18929992
1125,266,18930000
1123,267,18930010
1122,268,18930023
1121,268,18930033
1121,267,18930044
1120,267,18930055
1120,267,18930071
1120,267,18930077
1120,267,18930088
1120,268,18930102
1120,269,18930110
1120,270,18930121
1120,270,18930148
1120,271,18930155
1120,271,18930166
1129,270,18930179
1152,269,18930188
1162,268,18930199
1174,266,18930211
1180,266,18930226
1187,266,18930233
1191,267,18930243
1192,268,18930256
1190,268,18930266
1190,267,18930277
1190,267,18930304
1189,268,18930310
1188,268,18930321
1188,268,18930335
1188,268,18930344
1188,267,18930355
1188,266,18930367
1189,266,18930377
1190,267,18930388
1190,268,18930413
1191,268,18930421
1191,268,18930433
1191,268,18930444
1193,268,18930455
1194,268,18930466
1192,270,18930492
1179,275,18930499
1178,275,18930510
1178,274,18930523
1177,276,18930532
1177,276,18930543
1177,275,18930555
1179,278,18930566
1179,278,18930576
1179,277,18930588
1179,275,18930602
1180,276,18930610
1178,274,18930621
1177,275,18930633
1178,272,18930643
1180,273,18930655
1184,274,18930680
1214,271,18930688
1221,268,18930699
1222,268,18930711
1223,268,18930721
1224,268,18930732
1224,268,18930757
1224,270,18930766
1225,268,18930776
1226,269,18930788
1226,268,18930803
1225,269,18930810
1225,269,18930821
1224,269,18930835
1224,271,18930843
1224,270,18930854
1223,272,18930881
1227,273,18930888
1235,272,18930899
1239,272,18930912
1241,272,18930921
1247,273,18930932
1250,272,18930943
1257,272,18930954
1266,273,18930965
1267,274,18930976
1267,274,18930990
1269,274,18930999
1268,273,18931010
1268,273,18931022
1269,273,18931032
1269,274,18931043
1270,274,18931054
1270,274,18931069
1272,272,18931076
1272,272,18931088
1272,272,18931100
1271,272,18931110
1271,272,18931121
1271,273,18931146
1266,273,18931154
1262,274,18931165
1260,274,18931177
1169,269,18931188
936,267,18931199
643,295,18931224
635,296,18931232
623,297,18931243
614,299,18931255
607,304,18931266
598,309,18931276
597,310,18931287
597,309,18931301
600,310,18931310
601,310,18931321
602,309,18931332
601,310,18931343
600,310,18931354
600,310,18931365
601,309,18931379
601,309,18931388
600,311,18931399
600,312,18931410
599,312,18931421
598,310,18931432
598,310,18931443
598,310,18931454
597,309,18931465
597,309,18931476
597,308,18931503
596,305,18931509
596,299,18931521
596,300,18931534
591,315,18931541
704,609,18931612
766,683,18931621
740,473,18931632
728,415,18931644
696,312,18931654
683,308,18931665
685,311,18931690
671,301,18931698
661,294,18931709
642,279,18931722
646,276,18931732
638,275,18931743
635,274,18931770
634,274,18931776
635,272,18931787
636,272,18931800
644,272,18931809
658,276,18931821
663,279,18931831
665,280,18931847
668,280,18931854
670,280,18931865
672,281,18931878
672,282,18931887
672,282,18931898
673,282,18931909
673,282,18931920
673,284,18931932
673,284,18931942
673,284,18931956
673,284,18931965
673,284,18931976
673,284,18931987
673,284,18932004
674,285,18932009
675,286,18932020
676,286,18932034
676,286,18932042
710,280,18932054
710,280,18932065
712,280,18932080
713,280,18932087
716,279,18932098
717,279,18932110
721,279,18932120
722,279,18932132
722,279,18932158
723,280,18932165
723,279,18932189
729,283,18932198
739,285,18932209
760,288,18932221
762,289,18932232
765,289,18932242
768,290,18932268
791,289,18932275
792,288,18932287
792,287,18932299
792,285,18932309
790,286,18932320
790,286,18932346
788,285,18932354
787,285,18932365
787,286,18932376
787,286,18932387
787,288,18932398
787,287,18932423
790,289,18932432
809,290,18932442
821,291,18932454
824,290,18932465
826,290,18932475
831,290,18932502
840,290,18932508
841,290,18932520
840,290,18932533
839,290,18932542
839,292,18932553
839,291,18932564
839,292,18932580
844,292,18932586
882,291,18932598
932,291,18932611
945,291,18932620
954,291,18932631
961,290,18932657
965,290,18932664
966,290,18932675
966,289,18932689
965,289,18932698
965,289,18932708
965,289,18932720
965,290,18932731
964,290,18932742
963,290,18932753
962,291,18932768
962,290,18932775
962,290,18932786
963,286,18932800
964,287,18932808
964,286,18932820
964,286,18932831
964,287,18932846
965,287,18932853
966,287,18932864
966,288,18932877
966,287,18932886
966,288,18932898
966,289,18932909
965,289,18932920
965,288,18932931
965,288,18932942
971,288,18932956
1059,291,18932965
1069,291,18932975
1076,291,18933002
1084,290,18933008
1088,292,18933033
1089,293,18933042
1090,292,18933053
1089,291,18933065
1088,292,18933075
1089,293,18933086
1089,295,18933113
1089,296,18933119
1090,298,18933131
1090,297,18933142
1089,296,18933153
1089,296,18933164
1088,296,18933175
1085,295,18933189
1084,294,18933198
1082,293,18933208
1080,292,18933220
1077,290,18933231
1074,288,18933241
1072,288,18933267
1073,288,18933274
1073,288,18933286
1072,288,18933297
1073,288,18933313
1088,288,18933319
1115,289,18933331
1122,289,18933344
1131,289,18933353
1135,289,18933364
1141,289,18933375
1143,290,18933386
1144,290,18933397
1144,291,18933408
1144,289,18933422
1144,289,18933431
1143,290,18933441
1144,290,18933453
1145,290,18933469
1145,293,18933474
1150,295,18933486
1159,295,18933500
1162,295,18933508
1165,296,18933520
1172,297,18933530
1173,297,18933546
1183,296,18933552
1182,294,18933564
1183,295,18933576
1185,293,18933586
1185,294,18933597
1186,293,18933623
1181,294,18933630
1183,293,18933641
1186,290,18933654
1186,290,18933664
1186,290,18933674
1184,293,18933702
1184,294,18933708
1185,293,18933719
1185,294,18933733
1190,296,18933741
1193,297,18933753
1215,295,18933763
1216,295,18933779
1219,295,18933786
1222,297,18933797
1223,298,18933810
1225,299,18933819
1227,298,18933830
1229,298,18933856
1229,299,18933864
1228,297,18933874
1229,297,18933887
1228,292,18933897
1228,294,18933907
1233,294,18933934
1265,295,18933941
1269,294,18933953
1279,292,18933965
1282,292,18933974
1283,292,18933986
1281,293,18933997
1280,293,18934012
1281,292,18934019
1281,292,18934030
1279,295,18934043
1279,295,18934052
1279,296,18934063
1279,298,18934074
1279,299,18934086
1280,301,18934096
1280,303,18934107
1280,303,18934121
1280,306,18934130
1281,312,18934140
1281,315,18934152
1280,429,18934162
1044,413,18934218
1176,376,18934230
1170,378,18934246
1181,369,18934252
1100,377,18934263
1266,320,18934277
1265,316,18934285
1266,314,18934297
1267,313,18934308
1267,313,18934323
1267,306,18934330
1269,296,18934341
1268,294,18934354
1267,292,18934363
1268,293,18934374
1268,293,18934386
1268,293,18934396
1269,293,18934407
1280,296,18934419
1283,297,18934433
1284,297,18934440
1286,298,18934452
1286,298,18934463
1287,298,18934474
1287,298,18934485
1287,298,18934511
1282,296,18934519
1266,297,18934530
1178,299,18934541
785,312,18934552
727,317,18934563
716,317,18934589
687,320,18934596
666,322,18934607
624,326,18934619
620,328,18934629
621,331,18934640
621,332,18934652
622,331,18934666
623,331,18934674
622,332,18934685
621,333,18934712
620,333,18934718
620,333,18934729
620,333,18934743
620,333,18934752
617,334,18934763
617,334,18934788
613,335,18934796
609,335,18934807
609,335,18934820
604,336,18934830
605,336,18934840
606,336,18934867
606,336,18934873
608,335,18934885
609,335,18934898
610,337,18934907
610,337,18934918
610,335,18934929
610,334,18934945
609,333,18934952
609,333,18934963
610,333,18934976
614,332,18934985
627,331,18934996
653,328,18935022
666,325,18935030
669,323,18935040
672,322,18935052
684,321,18935063
684,322,18935073
684,320,18935099
684,320,18935107
685,321,18935118
685,321,18935130
685,321,18935140
684,321,18935151
684,321,18935163
684,321,18935176
684,320,18935185
684,320,18935196
684,320,18935207
682,319,18935218
682,320,18935229
682,320,18935240
681,320,18935254
682,320,18935263
682,320,18935273
693,319,18935285
709,316,18935296
717,315,18935307
725,314,18935332
730,313,18935333
735,310,18935340
740,309,18935351
738,311,18935363
737,311,18935373
738,314,18935384
738,315,18935411
738,317,18935418
738,318,18935429
738,319,18935442
738,319,18935451
738,318,18935462
738,318,18935473
737,318,18935489
736,318,18935496
735,318,18935506
734,318,18935521
735,318,18935529
734,318,18935540
734,319,18935552
733,320,18935563
733,319,18935573
740,319,18935598
773,317,18935606
782,315,18935618
785,315,18935645
788,311,18935651
788,311,18935662
787,313,18935676
788,314,18935684
785,314,18935696
785,313,18935707
786,313,18935722
786,313,18935729
787,313,18935740
788,313,18935754
791,311,18935762
793,310,18935773
801,310,18935800
825,310,18935806
837,309,18935818
843,309,18935831
844,310,18935839
851,309,18935851
850,307,18935862
850,306,18935877
852,306,18935885
851,305,18935896
851,305,18935909
852,305,18935918
853,304,18935929
853,304,18935941
853,305,18935951
854,310,18935962
854,312,18935973
852,312,18935987
851,310,18935995
851,311,18936006
852,310,18936018
853,310,18936029
856,308,18936039
857,307,18936051
863,307,18936065
876,307,18936072
892,308,18936084
898,308,18936097
902,308,18936106
908,308,18936117
915,311,18936143
915,310,18936151
914,309,18936162
914,308,18936175
913,308,18936184
912,308,18936195
911,307,18936221
910,306,18936229
910,305,18936239
909,305,18936252
909,305,18936262
911,305,18936272
911,305,18936299
910,307,18936306
910,307,18936317
911,307,18936331
920,307,18936339
950,307,18936351
961,307,18936362
967,307,18936377
973,308,18936384
980,307,18936395
985,307,18936408
986,307,18936417
986,306,18936428
986,307,18936454
985,305,18936462
986,308,18936472
986,314,18936485
986,314,18936495
987,313,18936506
987,312,18936517
988,312,18936533
988,312,18936539
992,312,18936550
996,313,18936563
1023,314,18936572
1028,314,18936584
1036,317,18936609
1040,318,18936617
1040,317,18936628
1041,317,18936639
1040,317,18936650
1039,317,18936661
1039,319,18936686
1040,320,18936695
1041,320,18936705
1041,320,18936718
1043,319,18936728
1043,318,18936739
1043,318,18936750
1042,315,18936764
1043,315,18936772
1042,315,18936784
1042,314,18936810
1042,310,18936817
1043,309,18936828
1043,309,18936841
1043,310,18936850
1044,310,18936861
1044,311,18936872
1046,312,18936887
1047,313,18936895
1046,313,18936905
1046,314,18936919
1045,316,18936928
1046,316,18936938
1046,317,18936965
1068,314,18936972
1070,313,18936984
1073,313,18936996
1075,312,18937005
1076,312,18937017
1080,311,18937042
1085,309,18937050
1085,309,18937061
1085,308,18937074
1084,310,18937083
1083,312,18937094
1083,313,18937106
1084,313,18937117
1083,313,18937128
1083,314,18937153
1084,314,18937161
1084,314,18937172
1084,314,18937185
1084,314,18937195
1084,314,18937205
1084,314,18937231
1085,315,18937238
1084,315,18937250
1084,314,18937262
1084,312,18937272
1084,312,18937283
1083,312,18937294
1083,312,18937308
1080,310,18937317
1080,310,18937328
1079,310,18937339
1078,309,18937350
1078,309,18937361
1077,309,18937387
1079,311,18937394
1077,311,18937405
1077,311,18937418
1077,310,18937428
1078,308,18937438
1079,307,18937465
1078,307,18937472
1059,306,18937483
1026,307,18937496
1010,307,18937505
1003,307,18937516
994,307,18937541
988,307,18937542
985,307,18937550
985,308,18937561
985,309,18937573
986,310,18937583
986,309,18937594
986,310,18937619
987,312,18937627
987,312,18937638
986,315,18937650
986,315,18937660
986,315,18937671
985,315,18937683
985,315,18937698
985,315,18937705
986,313,18937716
987,312,18937728
988,312,18937738
988,313,18937750
988,314,18937775
987,320,18937783
988,318,18937794
989,316,18937806
989,316,18937816
990,317,18937827
990,317,18937852
990,316,18937861
990,316,18937871
989,316,18937883
989,316,18937894
989,316,18937905
988,317,18937916
987,317,18937931
987,318,18937938
988,318,18937949
989,318,18937961
989,318,18937971
989,319,18937983
989,319,18938009
989,319,18938016
989,319,18938027
989,318,18938040
990,316,18938049
990,316,18938061
990,315,18938072
989,316,18938083
989,315,18938094
988,316,18938120
989,317,18938127
991,317,18938138
992,318,18938150
992,318,18938160
992,317,18938171
993,317,18938182
992,317,18938197
993,316,18938204
993,315,18938216
994,314,18938228
998,314,18938238
1016,316,18938249
1021,317,18938276
1029,318,18938283
1035,319,18938294
1037,319,18938306
1039,318,18938316
1039,318,18938327
1040,319,18938353
1038,310,18938360
1038,309,18938371
1037,307,18938383
1037,308,18938394
1037,310,18938404
1037,310,18938430
1037,310,18938438
1037,311,18938449
1037,312,18938461
1038,312,18938471
1037,312,18938482
1037,312,18938494
1036,312,18938508
1036,312,18938516
1042,312,18938527
1071,311,18938538
1073,312,18938549
1077,312,18938560
1079,311,18938586
1083,311,18938593
1085,311,18938604
1085,311,18938617
1084,310,18938627
1084,309,18938637
1084,310,18938664
1084,309,18938671
1084,310,18938682
1086,311,18938696
1086,312,18938704
1087,313,18938716
1088,313,18938727
1090,315,18938743
1091,315,18938749
1094,314,18938760
1126,309,18938774
1131,308,18938782
1133,308,18938794
1134,308,18938805
1137,309,18938816
1137,309,18938827
1139,310,18938852
1137,310,18938860
1137,310,18938871
1136,308,18938884
1136,308,18938893
1135,309,18938904
1135,309,18938930
1136,309,18938937
1137,308,18938949
1138,307,18938961
1139,304,18938971
1139,305,18938982
1139,303,18938993
1135,304,18939007
1115,309,18939016
1106,309,18939027
932,324,18939038
734,340,18939049
706,343,18939060
686,345,18939070
671,348,18939085
623,353,18939093
613,354,18939103
607,353,18939116
613,357,18939131
614,357,18939137
615,361,18939149
616,362,18939162
615,362,18939170
616,362,18939182
616,361,18939193
618,360,18939208
617,360,18939216
617,359,18939227
618,356,18939239
618,354,18939249
618,355,18939260
620,355,18939271
631,361,18939282
632,363,18939293
633,364,18939319
633,368,18939326
633,368,18939337
635,368,18939350
635,369,18939360
640,367,18939370
640,367,18939382
639,367,18939396
638,362,18939404
637,361,18939415
635,358,18939441
638,360,18939448
658,361,18939460
664,362,18939473
668,363,18939482
672,363,18939493
676,363,18939504
678,364,18939515
681,365,18939526
680,366,18939537
681,365,18939551
680,366,18939560
681,367,18939570
681,367,18939582
681,367,18939593
682,366,18939603
683,366,18939615
683,366,18939629
683,364,18939637
683,363,18939648
683,363,18939675
684,360,18939681
684,359,18939693
684,357,18939706
684,358,18939715
684,358,18939726
684,358,18939738
684,357,18939748
681,358,18939760
681,358,18939785
660,373,18939793
655,375,18939803
652,377,18939816
648,379,18939826
646,380,18939837
640,382,18939863
640,382,18939870
640,386,18939881
639,386,18939894
637,387,18939903
637,386,18939915
638,386,18939941
638,386,18939948
640,386,18939959
642,384,18939971
642,384,18939981
641,384,18939993
641,384,18940003
642,385,18940017
643,386,18940026
642,387,18940037
642,388,18940049
641,386,18940059
641,385,18940070
640,385,18940095
638,383,18940103
636,381,18940115
637,382,18940141
651,381,18940148
663,382,18940159
669,383,18940172
673,384,18940181
675,384,18940192
677,385,18940218
680,387,18940226
680,386,18940236
680,387,18940250
678,387,18940259
678,387,18940270
665,396,18940296
644,412,18940303
639,416,18940314
635,420,18940327
632,423,18940336
631,426,18940348
632,426,18940373
630,424,18940381
630,424,18940392
630,424,18940404
630,425,18940414
629,424,18940425
629,424,18940436
630,424,18940450
630,424,18940459
630,424,18940470
630,425,18940482
630,424,18940492
630,424,18940503
630,425,18940514
630,426,18940528
630,426,18940536
630,427,18940548
630,428,18940560
631,428,18940569
630,428,18940581
629,429,18940606
626,426,18940614
627,426,18940626
626,425,18940638
627,426,18940648
627,426,18940659
629,426,18940685
629,425,18940692
630,425,18940703
629,425,18940716
630,425,18940725
639,424,18940736
703,427,18940748
706,426,18940758
709,426,18940769
710,425,18940796
713,421,18940803
716,420,18940814
719,418,18940826
717,417,18940836
717,418,18940847
716,420,18940873
717,422,18940880
718,425,18940892
718,426,18940905
718,426,18940914
717,426,18940925
718,426,18940950
718,424,18940959
719,421,18940969
720,420,18940982
720,419,18940992
720,419,18941002
720,420,18941029
720,421,18941036
720,421,18941047
716,421,18941060
717,422,18941069
717,422,18941080
720,423,18941107
718,424,18941114
716,425,18941125
715,425,18941139
700,430,18941147
666,440,18941158
657,443,18941170
645,447,18941180
637,451,18941192
631,453,18941217
624,454,18941225
624,454,18941236
623,454,18941248
623,454,18941258
622,455,18941269
622,455,18941296
622,455,18941302
624,454,18941314
625,453,18941326
625,453,18941336
625,453,18941347
624,453,18941373
623,453,18941381
623,452,18941392
623,450,18941405
626,449,18941413
626,449,18941425
626,450,18941436
626,450,18941447
626,449,18941458
625,448,18941469
626,447,18941483
626,447,18941492
626,446,18941502
623,434,18941513
624,428,18941528
624,427,18941535
623,426,18941547
623,425,18941560
624,424,18941569
624,422,18941580
623,423,18941606
622,423,18941613
622,422,18941625
622,422,18941637
623,421,18941647
623,421,18941658
623,423,18941683
625,426,18941691
625,425,18941702
626,425,18941715
625,425,18941724
625,425,18941735
625,426,18941761
626,426,18941769
626,426,18941780
625,426,18941793
625,426,18941802
623,426,18941813
623,428,18941840
623,428,18941847
623,427,18941858
622,426,18941871
622,426,18941880
622,425,18941891
620,425,18941902
615,423,18941918
612,423,18941924
609,424,18941935
607,425,18941948
606,426,18941958
604,425,18941968
603,425,18941995
600,426,18942001
600,427,18942013
601,427,18942026
601,427,18942035
602,427,18942046
601,427,18942073
600,428,18942080
602,425,18942091
602,425,18942103
603,425,18942113
602,425,18942124
602,425,18942135
601,425,18942150
601,424,18942158
600,424,18942182
599,422,18942191
598,420,18942202
597,416,18942229
595,416,18942235
593,417,18942246
592,418,18942260
592,418,18942268
591,418,18942280
593,417,18942292
596,417,18942301
597,417,18942313
600,415,18942338
601,414,18942346
601,413,18942357
602,412,18942369
602,411,18942380
602,411,18942391
603,412,18942416
601,415,18942424
600,416,18942435
598,417,18942447
597,418,18942457
595,419,18942468
594,420,18942494
592,418,18942501
591,417,18942513
588,418,18942526
587,418,18942534
587,418,18942546
587,417,18942557
586,416,18942572
583,413,18942579
580,414,18942591
580,414,18942604
580,416,18942613
581,417,18942624
581,418,18942634
581,419,18942649
581,419,18942657
582,419,18942668
583,419,18942680
582,420,18942690
582,420,18942701
582,419,18942713
582,417,18942727
583,417,18942734
583,417,18942746
583,416,18942758
583,415,18942768
583,415,18942779
583,414,18942806
587,410,18942812
587,411,18942824
587,410,18942837
586,412,18942846
586,416,18942857
587,416,18942883
585,420,18942890
585,420,18942901
584,421,18942914
584,419,18942924
583,419,18942934
583,419,18942946
584,419,18942960
585,420,18942968
585,420,18942979
585,420,18942992
586,420,18943001
586,421,18943012
586,421,18943038
586,424,18943045
587,425,18943057
587,425,18943069
588,425,18943079
588,425,18943090
588,425,18943101
589,426,18943112
589,426,18943123
590,426,18943134
589,424,18943148
589,424,18943157
589,424,18943167
589,425,18943179
590,425,18943190
590,423,18943201
590,423,18943212
589,423,18943226
589,426,18943234
589,426,18943245
588,427,18943272
588,428,18943279
588,428,18943290
588,428,18943303
587,424,18943312
587,424,18943323
585,423,18943334
585,424,18943346
585,424,18943357
584,424,18943382
585,424,18943390
586,423,18943401
587,422,18943414
587,421,18943423
588,420,18943434
590,418,18943446
591,417,18943456
591,417,18943467
592,416,18943493
592,420,18943500
592,421,18943512
592,421,18943524
592,421,18943534
592,421,18943545
591,421,18943571
588,420,18943579
588,420,18943590
588,420,18943602
587,419,18943612
586,420,18943623
586,420,18943648
587,421,18943657
587,421,18943667
586,422,18943679
586,422,18943690
585,421,18943700
585,421,18943712
585,421,18943726
584,423,18943734
583,424,18943745
583,423,18943758
583,423,18943767
584,423,18943778
586,425,18943790
587,428,18943804
596,445,18943812
600,460,18943823
600,462,18943835
600,465,18943845
605,474,18943856
605,474,18943882
608,483,18943889
608,483,18943900
606,486,18943913
607,486,18943923
606,486,18943934
606,486,18943960
606,487,18943967
606,487,18943978
607,488,18943992
607,489,18944000
605,489,18944011
604,488,18944038
604,484,18944045
605,484,18944056
603,484,18944069
602,485,18944078
602,485,18944089
603,484,18944115
603,486,18944123
602,486,18944134
602,486,18944146
602,486,18944156
602,486,18944167
602,485,18944178
603,486,18944191
602,485,18944200
603,485,18944211
602,483,18944238
603,482,18944245
603,482,18944256
604,480,18944269
604,479,18944278
605,480,18944289
606,481,18944300
606,481,18944311
606,481,18944323
607,481,18944333
609,484,18944348
609,484,18944356
607,486,18944366
607,487,18944379
607,487,18944389
606,491,18944400
606,492,18944426
607,494,18944433
607,494,18944444
607,494,18944457
607,494,18944466
607,493,18944478
607,493,18944489
606,492,18944503
606,491,18944511
604,491,18944523
605,490,18944534
605,491,18944544
605,498,18944556
607,513,18944567
608,527,18944580
608,541,18944589
608,543,18944600
610,547,18944611
612,548,18944622
612,548,18944633
612,548,18944658
610,549,18944666
611,549,18944677
612,548,18944690
612,547,18944700
612,547,18944711
614,549,18944737
613,550,18944744
610,549,18944756
610,548,18944766
610,548,18944777
610,546,18944789
610,546,18944816
610,546,18944822
612,545,18944833
611,544,18944846
609,542,18944856
608,543,18944866
609,543,18944878
609,544,18944889
610,545,18944900
611,545,18944911
612,546,18944924
612,546,18944933
612,545,18944944
613,546,18944970
613,545,18944977
613,543,18944989
613,542,18945002
612,542,18945011
611,541,18945022
609,540,18945034
609,540,18945044
608,540,18945056
607,540,18945081
610,544,18945089
611,544,18945100
611,544,18945112
610,545,18945122
610,545,18945133
610,546,18945159
610,544,18945166
611,545,18945177
611,544,18945190
612,545,18945199
617,546,18945211
662,543,18945222
665,543,18945237
668,542,18945244
670,543,18945255
671,543,18945266
677,546,18945277
680,548,18945289
679,548,18945314
679,549,18945322
679,548,18945333
678,547,18945346
677,547,18945355
677,549,18945366
678,549,18945378
678,551,18945389
679,551,18945399
679,551,18945410
679,551,18945424
680,551,18945432
680,552,18945444
680,553,18945456
680,553,18945466
679,554,18945477
679,555,18945503
678,558,18945510
679,557,18945522
684,555,18945534
731,545,18945544
745,544,18945555
747,544,18945581
751,546,18945582
753,546,18945588
754,547,18945613
761,549,18945622
761,547,18945632
758,545,18945644
758,544,18945655
757,545,18945666
757,548,18945692
759,546,18945699
763,545,18945710
762,545,18945723
762,546,18945732
761,545,18945744
762,540,18945770
764,541,18945777
765,541,18945788
769,540,18945800
792,541,18945810
803,540,18945822
804,540,18945847
808,539,18945855
808,538,18945866
809,536,18945879
809,536,18945888
809,536,18945899
809,538,18945925
809,539,18945932
811,541,18945943
810,539,18945955
811,540,18945965
825,549,18945977
955,625,18946003
1157,744,18946010
1164,749,18946021
1171,754,18946034
1179,760,18946043
1184,762,18946055
1185,765,18946066
1185,767,18946077
1184,767,18946088
1185,766,18946099
1186,767,18946112
1185,767,18946121
1186,766,18946132
1186,766,18946144
1186,765,18946155
1186,766,18946165
1186,767,18946177
1186,770,18946188
1186,771,18946199
1185,771,18946210
1184,773,18946222
1175,776,18946232
1165,780,18946243
1164,780,18946254
1163,780,18946269
1160,783,18946276
1159,784,18946288
1157,785,18946299
1152,791,18946310
1151,793,18946321
1150,796,18946346
1150,798,18946355
1151,795,18946365
